GHGRP ID No. / No d'identification du PDGES,reference_year,facility_name,facility_location,municipality,province,postal_code,Latitude,Longitude,NAICS_code_description,company_legal_name,company_trade_name,total_emissions_tonnes_CO2e
G10082,2006,Crofton Division,8541 Hay Road North,Crofton,British Columbia,v0r 1r0,48.875,-123.645,Chemical Pulp Mills,Catalyst Paper Corporation,Catalyst Paper,127828.2972
G10083,2006,Dalhousie Generating Station,101 Thermal Lane,DALHOUSIE,New Brunswick,E8C2N7,48.0519,-66.3702,Fossil-Fuel Electric Power Generation,NB Power Generation Corporation,Belledune Generating Station,1575291
G10084,2006,Dartmouth Refinery,600 Pleasant Street,DARTMOUTH,Nova Scotia,B2Y3Z7,44.641,-63.5384,Petroleum Refineries,Imperial Oil,Imperial Oil,758601.2001
G10085,2006,Delta Cement Plant,7777 Ross Road,Delta,British Columbia,V4G 1B8,49.1436,-123.023,Cement Manufacturing,Lehigh Northwest Cement Limited,Lehigh Northwest Cement Limited,1028455
G10086,2006,ATCO Gas - Distribution Systems and Carbon Plant,10035 105 Street Northwest,Edmonton,Alberta,T5J 2V6,53.54,-113.5,Natural Gas Distribution,ATCO Gas and Pipelines Ltd,ATCO Gas,293173.457
G10087,2006,Division Belgo,"1602, avenue Cascade",SHAWINIGAN,Quebec,G9N6W5,,,Newsprint Mills,Compagnie Abitibi Consolidated du Canada,ACI,131210
G10088,2006,Division des papiers pour publications,3735 Gene-H-Kruger Boulevard,Trois-Rivières,Quebec,G9A 6B1,46.33639,-72.55556,Newsprint Mills,Kruger inc.,Kruger inc.,97082.655
G10089,2006,Division Kénogami,3750 de Champlain,Saguenay,Quebec,G7X 1M1,48.4289,-71.2437,Newsprint Mills,Compagnie Abitibi Consolidated du canada,Abitibi Consolidated,66956
G10090,2006,Division Laurentide,100 1er Street,GRAND-MÈRE,Quebec,G9T7J1,46.615,-72.6817,Paper (except Newsprint) Mills,Abitibi Consolidated Inc,Abitibi Consolidated Inc,133337
G10091,2006,Dofasco Hamilton,1330 Burlington Street East,Hamilton,Ontario,L8N 3J5,43.2597,-79.8111,Iron and Steel Mills and Ferro-Alloy Manufacturing,Dofasco Inc,Dofasco,4793143.926
G10093,2006,"Domtar Inc., Espanola Mill",1 Station Road,Espanola,Ontario,P5E 1R6,46.26806,-81.76806,Paper (except Newsprint) Mills,Domtar Inc.,Domtar,91751.044
G10095,2006,East Calgary Landfill,1827 68 Street Southeast,Calgary,Alberta,T2E 2N1,51.0265,-113.9419,Waste Treatment and Disposal,City of Calgary,City of Calgary,101279.5
G10096,2006,East Crossfield Gas Plant 9-14-28-01W4,0  Crossfield,Crossfield,Alberta,T0M 0S0,51.4001,-114.0343,Conventional Oil and Gas Extraction,PrimeWest Energy Inc.,PrimeWest Energy Inc.,154636.8323
G10097,2006,Edmonton Facility,4405 101st Avenue,Edmonton,Alberta,T6A 0L2,53.5397,-113.4092,Other Basic Organic Chemical Manufacturing,Celanese Canada Inc.,Celanese Canada Inc.,535139.9638
G10098,2006,Edmonton Refinery,801 Petroleum Way,Sherwood Park,Alberta,T8H 2G2,53.55943,-113.35899,Petroleum Refineries,Petro-Canada,Petro-Canada,2010446.635
G10099,2006,Fraser Papers Inc,27 Rice Street,Edmundston,New Brunswick,E3V 1S9,47.3749,-68.3333,Chemical Pulp Mills,Fraser Papers Inc,Fraser Papers Inc,140606.5897
G10100,2006,Edson Gas Plant,,Edson,Alberta,,53.5575,-116.5472,Conventional Oil and Gas Extraction,Talisman Energy Inc.,Talisman Energy Inc.,240955.9813
G10101,2006,EKATI Diamond Mine,900 4920 52 Street,Yellowknife,Northwest Territories,X1A 3T1,64.7195,-110.6201,Diamond Mining,BHP Billiton Diamonds Inc.,BHP Billiton Diamonds Inc.,193773.8952
G10102,2006,Elk Falls Division,4405 North Island Highway,CAMPBELL RIVER,British Columbia,V9W5C9,,,Newsprint Mills,Catalyst Paper,Catalyst Paper,207901.8034
G10104,2006,"TransCanada pipeline system, British Columbia",,Cranbrook,British Columbia,V1C 2N1,49.64782,-114.71692,Pipeline Transportation of Natural Gas,TransCanada PipeLines Ltd.,TransCanada PipeLines Ltd.,242394.0139
G10105,2006,Elkview Operations,0 1 Highway 3 Highway,Sparwood,British Columbia,V0B 2G1,49.75808,-114.82594,Bituminous Coal Mining,Elk Valley Coal Corporation,Elk Valley Coal Corporation,325949
G10106,2006,Elmworth Gas Plant,0,Elmworth,Alberta,T0H 1J0,55.0415,-119.631,Conventional Oil and Gas Extraction,ConocoPhillips Canada,ConocoPhillips Canada,178162.7935
G10108,2006,Empress straddle plant system,,Medicine Hat,Alberta,T1A 7N2,50.684,-110.03288,Conventional Oil and Gas Extraction,Duke Energy Empress LP,Duke Energy Empress LP,373570.3999
G10109,2006,Enbridge Gas Distribution Inc.,500 Consumers Road,North York,Ontario,M2J 1P8,43.77221,-79.32341,Natural Gas Distribution,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,311843.4615
G10110,2006,Eurocan Pulp and Paper Co.,1 Eurocan Way,KITIMAT,British Columbia,V8C2H1,,,Paper (except Newsprint) Mills,West Fraser Mills,West Fraser Timber Co.,122080.3086
G10111,2006,Exshaw,1A Highway,Exshaw,Alberta,T0L 2C0,51.0682,-115.1364,Lime Manufacturing,Graymont Western Canada Inc.,Graymont Western Canada Inc.,173703.9119
G10112,2006,Exshaw Cement Plant,1A Highway,Exshaw,Alberta,T0L 2C0,51.0589,-115.1745,Cement Manufacturing,Lafarge Canada Inc,Lafarge Canada Inc,1223615.361
G10113,2006,Faulkner,239 Highway West,Faulkner,Manitoba,R0C 0Y0,51.4135,-98.765,Lime Manufacturing,Graymont Western Canada Inc.,Graymont Western Canada Inc.,157756.1184
G10114,2006,Federal White Cement Ltd.,3551551 35th Line,Woodstock,Ontario,N0J 1J0,43.0989,-80.8943,Cement Manufacturing,Federal White Cement Ltd.,Federal White Cement Ltd.,495594.7815
G10115,2006,Fording River Operations,0 100 PO Box Route,Elkford,British Columbia,V0B 1H0,50.18992,-114.87901,Bituminous Coal Mining,Elk Valley Coal Corporation,Elk Valley Coal Corporation,425025
G10116,2006,Fort Frances Division,427  Mowat Avenue,FORT FRANCES,Ontario,P9A1Y8,48.6096,-93.3989,Paper (except Newsprint) Mills,Abitibi-Consolidated Company of Canada,Abitibi Consolidated Inc.,395107.9
G10117,2006,Fort Nelson Gas Plant,0 285 Mile Alaska Highway,Fort Nelson,British Columbia,V0C 1R0,58.65461,-122.68815,Conventional Oil and Gas Extraction,Duke Energy Gas Transmission,Duke Energy Gas Transmission,1250439.48
G10118,2006,Fort Nelson Generating Station,1 Alaska Highway,Fort Nelson,British Columbia,V0C 1R0,58.64,-122.67,Fossil-Fuel Electric Power Generation,British Columbia Hydro and Power Authority,BC Hydro,166228
G10119,2006,Fort Saskatchewan,10101 114 Street,Fort Saskatchewan,Alberta,T8L 2T3,53.7217,-113.1917,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Sherritt International Corporation,Sherritt International Corporation,273283.2369
G10120,2006,Fort Saskatchewan Generating Plant,Highway 15 Highway,Fort Saskatchewan,Alberta,T8L 2P4,53.7235,-113.1738,Fossil-Fuel Electric Power Generation,TransAlta Cogeneration LP,TransAlta Corporation,242474.2815
G10121,2006,Fort Saskatchewan Nitrogen Operation,11751 River Road,Fort Saskatchewan,Alberta,T8L 4J1,53.72539,-113.193,Chemical Fertilizer (except Potash) Manufacturing,Agrium Inc.,Agrum Inc.,507866.8744
G10123,2006,Foster Creek Cogeneration Facility,04-22-070-04W4,BONNYVILLE,Alberta,T9N2J7,,,Fossil-Fuel Electric Power Generation,FCCL Oil Sands Partnership,FCCL Oil Sands Partnership,509564.2509
G10124,2006,Foster Creek SAGD Bitumen Battery,04-22-070-04W4,BONNYVILLE,Alberta,T9N2J7,,,Non-Conventional Oil Extraction,FCCL Oil Sands Partnership,FCCL Oil Sands Partnership,417759.1375
G10125,2006,FS1 EOEG,Highway 15,Fort Saskatchewan,Alberta,T8L 2P4,53.7332,-113.175,Other Basic Organic Chemical Manufacturing,MEGlobal Canada Inc.,MEGlobal Canada Inc.,103206.09
G10126,2006,Gathering,53 Alaska Highway,Fort St. John,British Columbia,V1J 4H7,56.09,-120.414,Pipeline Transportation of Natural Gas,Duke Energy Gas Transmission,Duke Energy Gas Transmission,159924.16
G10127,2006,Genesee Thermal Generating Station,0 50444 Highway 770,Warburg,Alberta,T0C 2T0,53.344,-114.305,Fossil-Fuel Electric Power Generation,EPCOR Power Generation Services Inc.,EPCOR,9740499.044
G10128,2006,Gerdau AmeriSteel Whitby,1 Gerdau Court,Whitby,Ontario,L1N 5T1,43.8578,-78.9097,Iron and Steel Mills and Ferro-Alloy Manufacturing,Gerdau AmeriSteel Whitby,Gerdau AmeriSteel Whitby,139637.6307
G10129,2006,Grand Lake Generating Station,25 Wharf Road,NEWCASTLE CREEK,New Brunswick,E4B2J8,,,Fossil-Fuel Electric Power Generation,NB Power Generation Corporation,Belledune Generating Station,190000
G10130,2006,Grande Prairie Operations,10 km SE on Resources Road,Grande Prairie,Alberta,T8V 3A9,55.07111,-118.69111,Chemical Pulp Mills,Weyerhaeuser Company Limited,Weyerhaeuser Company,110472.6498
G10131,2006,Greenhills Operations,PO Box 5000 Highway,Elkford,British Columbia,V0B 1H0,50.085,-114.871,Bituminous Coal Mining,Elk Valley Coal Corporation,Elk Valley Coal Corporation,301838
G10132,2006,H.R. Milner Generating Station,500 581073 40 Highway,Municipal District of Greenview,Alberta,,54.0071,-119.104,Fossil-Fuel Electric Power Generation,Milner Power Limited Partnership by its GP Milner Power Inc.,Milner Power Limited Partnership by its GP Milner Power Inc.,948538.4166
G10133,2006,Hamilton,755 Parkdale Avenue North,Hamilton,Ontario,L8H 7N5,43.2588,-79.7843,All Other Basic Inorganic Chemical Manufacturing,Columbian Chemicals Canada ULC,Columbian Chemicals Canada ULC,193963
G10134,2006,Hangingstone SAGD Demonstration Facility,63 Highway,RM of Wood Buffalo,Alberta,T9H 3G2,56.3132,-111.6362,Non-Conventional Oil Extraction,Japan Canada Oil Sands Limited,Japan Canada Oil Sands Limited,239658.5185
G10135,2006,Hanlan Robb Gas Plant,,Edson,Alberta,T7E 1T8,53.2045,-116.8112,Conventional Oil and Gas Extraction,Petro-Canada Oil & Gas,Petro-Canada Oil & Gas,475067.6155
G10136,2006,Harmac Pulp Operations,1000 Wave Place,Nanaimo,British Columbia,V9X 1J2,49.1369,-123.8564,Chemical Pulp Mills,Pope & Talbot Ltd.,Pope & Talbot Ltd.,128982.6197
G10137,2006,Harmattan Gas Processing Plant,,Didsbury,Alberta,T0M 0W0,51.6969,-114.475,Conventional Oil and Gas Extraction,Taylor Processing Inc.,Taylor Processing Inc.,255784.4629
G10138,2006,Havelock,0 4634 880 Route,Havelock,New Brunswick,E4S 5K8,45.99756,-65.30631,Lime Manufacturing,Graymont (NB) Inc.,Graymont (NB) Inc.,78073.96854
G10139,2006,Hays Gas Plant,,n/a,Alberta,,50.1291,-111.9058,Conventional Oil and Gas Extraction,Canadian Natural Resources Limited,Canadian Natural Resources Limited,58319.73967
G10140,2006,"HBM&S Co., LTD. - Metallurgical Complex",1 Company Road,Flin Flon,Manitoba,R8A 1N9,54.771,-101.884,Non-Ferrous Metal (except Aluminum) Smelting and Refining,"Hudson Bay Mining and Smelting Co., Limited","HBM&S Co., Limited",182712.7158
G10142,2006,Hibernia Platform,20 Hebron Way,St. John's,Newfoundland and Labrador,A1A 0L9,46.7504,-48.7829,Conventional Oil and Gas Extraction,Hibernia Management and Development Company Limite,Hibernia Management and Development Company Limite,592231.5872
G10143,2006,Highvale Coal Mine,4425 Sundance Road,Seba Beach,Alberta,T0E 2B0,53.4917,-114.5817,Subbituminous Coal Mining,TransAlta Utilties Corporation,TransAlta Corporation,219460.4061
G10144,2006,Hinton Pulp,760 Switzer Drive,Hinton,Alberta,t7v 1v7,53.4133,-117.5706,Chemical Pulp Mills,West Fraser Mills Ltd.,,151098.8955
G10145,2006,Holyrood Thermal Generating Station,1 Thermal Plant Road,Holyrood,Newfoundland and Labrador,A0A 2R0,47.4506,-53.0963,Fossil-Fuel Electric Power Generation,Newfoundland and Labrador Hydro,Newfoundland and Labrador Hydro,629134.543
G10147,2006,Husky Lloydminster Upgrader,16 Highway East,Lloydminster,Saskatchewan,S9V 1M6,53.26311,-109.94889,Non-Conventional Oil Extraction,Husky Oil Operations Ltd,Husky Oil Operations Limited,1413145.3
G10148,2006,Interquisa Canada s.e.c.,10200 Sherbrooke Street East,Montréal,Quebec,H1B 1B4,45.6203,-73.5183,Other Basic Organic Chemical Manufacturing,Interquisa Canada s.e.c.,Interquisa Canada s.e.c.,91000.55876
G10149,2006,INVISTA (Canada) Company- Maitland Site,1400 County #2 Road East,Maitland,Ontario,K0E 1P0,44.6606,-75.6017,Other Basic Organic Chemical Manufacturing,INVISTA (Canada) Company,INVISTA (Canada) Company,1555792.4
G10150,2006,IPSCO Saskatchewan Inc.,100 Armour Road,Regina,Saskatchewan,S4P 3C7,50.5176,-104.6301,Iron and Steel Mills and Ferro-Alloy Manufacturing,IPSCO Saskatchewan Inc.,IPSCO Saskatchewan Inc.,213216.9568
G10151,2006,Iroquois Falls Generating Station,1 Northwest Industrial Road,Iroquois Falls,Ontario,P0K 1G0,48.7696,-80.6669,Fossil-Fuel Electric Power Generation,Northland Power Inc.,Northland Power Inc.,341656.8
G10152,2006,Joffre LAO Plant,2 Km South of Joffre on Hwy 815,Joffre,Alberta,T4N 6A1,52.30827,-113.5415,Petrochemical Manufacturing,INEOS Canada Partnership,INEOS Canada Partnership,130449.551
G10153,2006,Joliette,1300 Notre-Dame Street,JOLIETTE,Quebec,J6E3Z9,46.0134,-73.4576,Lime Manufacturing,Graymont (QC) Inc.,Graymont (QC). Inc.,182217.876
G10154,2006,Joliette Plant,966 des Prairies Road,Joliette,Quebec,J6E 0L4,46.0297,-73.4024,Cement Manufacturing,St. Lawrence Cement Inc,St. Lawrence Cement Inc.,824928
G10155,2006,Judy Creek Gas Conservation Plant (JCGCP),1,Swan Hills,Alberta,,54.57229,-115.5231,Conventional Oil and Gas Extraction,Pengrowth Corporation,Esprit Explorations Ltd.,159618.529
G10156,2006,Judy Creek Production Complex,0,SWAN HILLS,Alberta,T0G2C0,54.5122,-115.503,Conventional Oil and Gas Extraction,Pengrowth Corporation,Esprit Explorations Ltd.,97545.27171
G10157,2006,Kamloops Cellulose Fibers,0 2005 Mission Flats Road,Kamloops,British Columbia,V2C 1A9,50.686,-120.404,Chemical Pulp Mills,Weyerhaeuser Company Limited,Weyerhaeuser Company Limited,130026
G10158,2006,Karr Gas Plant/Gathering System,,n/a,Alberta,,54.6133,-118.2129,Conventional Oil and Gas Extraction,Canadian Natural Resources Limited,Canadian Natural Resources Limited,81079.32998
G10159,2006,KA 1-12 GP,Kaybob Amalgamated,Fox Creek,Alberta,T0H 1P0,54.4272,-116.8843,Conventional Oil and Gas Extraction,SemCams,Central Alberta Midstream,214587.3129
G10160,2006,K3 1-15 GP,Kaybob South #3 Road,Fox Creek,Alberta,T0H 1P0,54.1944,-116.6322,Conventional Oil and Gas Extraction,SemCams,Central Alberta Midstream,383267.75
G10161,2006,Keele Valley Landfill,McNaughton Road,Maple,Ontario,L6A 1S5,43.8683,-79.4984,Waste Treatment and Disposal,City of Toronto,City of Toronto,274089.5195
G10162,2006,Keephills Generating Plant,"Site 3, Box 1, RR1",Duffield,Alberta,T0E 0N0,53.4487,-114.4491,Fossil-Fuel Electric Power Generation,TransAlta Utilities Corporation,TransAlta Corporation,6308106.049
G10163,2006,"TransCanada Pipeline System, Ontario",1644 Veterans Drive,Kenora,Ontario,P9N 0C1,49.791,-94.49,Pipeline Transportation of Natural Gas,TransCanada PipeLines Ltd.,TransCanada PipeLines Ltd.,2725547.84
G10164,2006,Kidd Metallurgical Site,Suite 6900 10050 Highway 101 East Highway East,Timmins/District of Cochrane,Ontario,P4N 7K1,48.57373,-81.09115,Non-Ferrous Metal (except Aluminum) Smelting and Refining,Falconbridge Limited,Xstrata Copper Canada,153575.0535
G10165,2006,Kirkland Lake Generating Station,505 Archer's Drive,Kirkland Lake,Ontario,P2N 3M7,48.1347,-80.0425,Fossil-Fuel Electric Power Generation,Northland Power Inc.,Northland Power Inc.,194649.4
G10168,2006,"KRONOS Canada, Inc.",3390 Marie-Victorin Boulevard,Varennes,Quebec,J3X 1T4,45.7125,-73.425,All Other Basic Inorganic Chemical Manufacturing,"KRONOS Canada, Inc.","KRONOS Canada, Inc.",183975.396
G10169,2006,Kruger Wayagamack inc.,1 Ile de la Potherie,Trois-Rivières,Quebec,G9A 5E9,46.3583,-72.5185,Paper (except Newsprint) Mills,Kruger Wayagamack inc.,Kruger Wayagamack inc.,152098.2108
G10170,2006,Lafarge Richmond Cement,7611 no 9 Road,Richmond,British Columbia,V6W 1H4,49.1591,-123.0032,Cement Manufacturing,Lafarge Canada Inc,Lafarge Canada Inc,906950
G10171,2006,Lafarge Bath Cement Plant,6501 Highway 33 Highway West,Bath,Ontario,K0H 1G0,44.1664,-76.8026,Cement Manufacturing,Lafarge North America,Lafarge North America,830281
G10172,2006,Lafarge Canada Inc. - Woodstock Plant,683917 68th Road,WOODSTOCK,Ontario,N4S7Z5,,,Cement Manufacturing,Lafarge Canada Inc.,Lafarge Canada Inc.,521483
G10173,2006,Lafarge Kamloops Plant,9750 Shuswap Road,Kamloops,British Columbia,V2H 1T4,50.6629,-120.0657,Cement Manufacturing,Lafarge Canada Inc.,Lafarge Canada Inc.,173940.7353
G10175,2006,Lambton Generating Station,1886 St Clair Parkway,COURTRIGHT,Ontario,N0N1H0,42.7961,-82.4697,Fossil-Fuel Electric Power Generation,Ontario Power Generation,OPG,6484620.841
G10176,2006,Lehigh Inland Cement,12640 Inland Way,Edmonton,Alberta,T5V 1K2,53.58051,-113.60328,Cement Manufacturing,Lehigh Inland Cement Limited,Lehigh Inland Cement Limited,931800
G10177,2006,Lennox Generating Station,0 7263 33 Highway,Greater Napanee,Ontario,K0H 1G0,44.1439,-76.8492,Fossil-Fuel Electric Power Generation,Ontario Power Generation,OPG,305083.2
G10178,2006,Lingan Generating Station,0 2599 Hinchey Avenue,Lingan,Nova Scotia,B1H 5E6,46.2358,-60.0386,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,4132046
G10179,2006,"Mackay River Power Plant, Alberta",,Fort McMurray,Alberta,T9H 3G6,56.6667,-111.3451,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,729717.8932
G10180,2006,"MacKay River, In-Situ Oil Sands Plant",,Fort McMurray,Alberta,T9H 3G6,57.04056,-111.90672,Non-Conventional Oil Extraction,Petro-Canada,Petro-Canada,128078.6642
G10183,2006,Marbleton,303 Principale Street West,Marbleton,Quebec,J0B 2L0,45.6207,-71.6049,Lime Manufacturing,Graymont (QC) Inc.,Graymont (QC). Inc.,188336.6445
G10184,2006,McMahon Cogen Plant,0 35 Mile Alaska Highway,Taylor,British Columbia,V0C 2K0,56.1447,-120.6686,Fossil-Fuel Electric Power Generation,Duke Energy GasTransmission,Duke Energy Gas Transmission,515765.1
G10185,2006,McMahon Gas Plant,35 Mile Alaska Highway,Taylor,British Columbia,V0C 2K0,56.14845,-120.67168,Conventional Oil and Gas Extraction,Duke Energy Gas Transmission,Duke Energy Gas Transmission,527008.6399
G10186,2006,Meridian Generating Facility,16 Highway East,Lloydminster,Saskatchewan,S9V 1M6,53.25932,-109.95124,Fossil-Fuel Electric Power Generation,TransAlta Cogeneration LP,TransAlta Corporation,754880.2821
G10187,2006,Mildred Lake and Aurora North Plant Sites,Highway 63 Highway North,Fort McMurray,Alberta,T9H 3L1,57,-111,Non-Conventional Oil Extraction,Syncrude Canada Ltd.,Syncrude Canada Ltd.,11781258.02
G10188,2006,Mine de Mont-Wright,1000 route 389,Fermont,Quebec,G0G 1J0,52.76639,-67.33306,Iron Ore Mining,Compagnie Minière Québec Cartier,Compagnie Minière Québec Cartier,125672.946
G10189,2006,Mines Wabush - Pointe Noire,1505 de la Pointe Noire Road,SEPT-ÎLES,Quebec,G4R4L4,50.1616,-66.4838,Iron Ore Mining,Mines Wabush,Mines Wabush,546583.3498
G10190,2006,Mississauga Cogeneration Plant,2740 Derry Road East,Mississauga,Ontario,L4T4J5,43.7016,-79.6433,Fossil-Fuel Electric Power Generation,TransAlta Cogeneration LP,TransAlta Corporation,374510.8846
G10191,2006,Mississauga Lubricant Center,385 Southdown Road,Mississauga,Ontario,L5J 2Y3,43.5012,-79.6101,Other Petroleum and Coal Products Manufacturing,Petro-Canada,Petro-Canada,544379.817
G10192,2006,Mississauga Plant,2391 Lakeshore Road,Mississauga,Ontario,L5J 1K1,43.4972,-79.6277,Cement Manufacturing,St. Lawrence Cement Inc.,St. Lawrence Cement Inc.,1175316
G10193,2006,Mohawk Street Landfill,20 Morrison Road,Brantford,Ontario,N3T 5L9,43.1262,-80.2285,Waste Treatment and Disposal,The Corporation of the City of Brantford,The Corporation of the City of Brantford,143466.3027
G10194,2006,Montreal East Refinery,10501 Sherbrooke Street East,MONTRÉAL-EST,Quebec,H1B1B3,45.6254,-73.5305,Petroleum Refineries,Shell Canada Products,Shell Canada Products,1339373
G10195,2006,Mosaic Potash Belle Plaine,Kalium Road,Belle Plaine,Saskatchewan,S0G 0G0,50.42872,-105.19838,Potash Mining,Mosaic Canada ULC,Mosaic Potash Belle Plaine,545440.9224
G10196,2006,Muskeg River Cogeneration Power Plant,PO Box 5670,Fort McMurray,Alberta,T9H 4W1,57.3517,-111.5222,Fossil-Fuel Electric Power Generation,ATCO Power Canada Ltd.,ATCO Power,1096043.2
